COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,1.0,Mateusz BORKOWSKI,POL,26.0,12.78,24.63,38.32,53.06,1:05.03,1:18.25,1:31.85,1:45.40
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,1.0,Max BURGIN,GBR,21.0,12.49,24.33,37.47,50.81,1:04.33,1:17.93,1:31.61,1:45.43
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,1.0,Joseph DENG,AUS,25.0,12.46,24.34,37.59,51.86,1:04.43,1:17.99,1:31.74,1:45.48
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,1.0,Mark ENGLISH,IRL,30.0,12.69,24.62,38.20,51.68,1:05.39,1:18.78,1:32.33,1:45.71
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,1.0,Brad MATHAS,NZL,30.0,13.22,25.74,39.07,52.20,1:05.52,1:18.89,1:32.37,1:45.95
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,1.0,Dániel HULLER,HUN,22.0,12.60,24.37,37.72,50.93,1:04.44,1:18.02,1:32.26,1:47.41
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,1.0,Tom DRADRIGA,UGA,27.0,12.64,24.44,37.69,51.16,1:04.88,1:18.39,1:32.83,1:48.60
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,2.0,Alex Ngeno KIPNGETICH,KEN,23.0,12.63,25.68,40.97,57.61,1:09.69,1:22.37,1:35.01,1:47.63
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,2.0,Djamel SEDJATI,ALG,24.0,13.03,25.78,40.78,55.93,1:09.94,1:22.86,1:35.35,1:47.87
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,2.0,Saúl ORDÓÑEZ,ESP,29.0,12.69,25.45,40.62,55.28,1:09.31,1:22.61,1:35.19,1:47.97
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,2.0,Isaiah HARRIS,USA,27.0,12.63,25.52,40.44,56.08,1:09.76,1:22.64,1:35.25,1:48.00
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,2.0,John FITZSIMONS,IRL,25.0,12.80,25.42,40.36,55.39,1:09.37,1:22.70,1:35.45,1:48.20
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,2.0,Ebrahim ALZOFAIRI,KUW,34.0,12.85,25.91,41.17,58.30,1:10.01,1:23.00,1:36.01,1:48.41
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,2.0,John RIVERA,PUR,25.0,12.77,25.58,40.72,55.61,1:09.42,1:22.56,1:35.29,1:48.83
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,2.0,Amel TUKA,BIH,33.0,12.87,25.68,40.80,55.69,1:09.67,1:23.01,1:35.81,1:49.01
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,2.0,Allan Ngitsi CHIRWA,MAW,28.0,13.07,26.11,41.18,56.03,1:10.08,1:23.62,1:37.41,1:51.62
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,3.0,Adrián BEN,ESP,25.0,13.30,26.01,39.15,52.19,1:05.64,1:18.95,1:32.39,1:45.37
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,3.0,Bryce HOPPEL,USA,26.0,12.71,24.85,37.88,51.20,1:05.19,1:19.02,1:32.29,1:45.56
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,3.0,Daniel ROWDEN,GBR,26.0,12.64,24.73,39.83,51.22,1:05.39,1:19.04,1:32.38,1:45.67
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,3.0,Filip OSTROWSKI,POL,22.0,13.06,25.41,38.34,53.31,1:05.44,1:19.23,1:32.59,1:45.76
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,3.0,Abdullahi HASSAN,CAN,21.0,12.68,25.17,38.28,51.52,1:05.57,1:19.47,1:33.31,1:46.33
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,3.0,Ferguson Cheruiyot ROTICH,KEN,34.0,13.53,26.27,39.31,52.44,1:06.02,1:19.59,1:33.33,1:46.53
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,3.0,Marino BLOUDEK,CRO,24.0,12.89,24.86,38.11,51.26,1:05.20,1:18.77,1:32.42,1:46.63
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,3.0,Ole Jakob SOLBU,NOR,20.0,12.76,24.75,37.56,51.14,1:05.32,1:19.49,1:34.50,1:51.66
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,4.0,Benjamin ROBERT,FRA,26.0,12.90,25.44,40.14,54.04,1:07.74,1:20.95,1:34.11,1:46.45
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,4.0,Ben PATTISON,GBR,22.0,12.79,25.51,40.24,54.18,1:07.93,1:21.21,1:34.10,1:46.57
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,4.0,Mohamed ATTAOUI,ESP,22.0,13.04,25.76,40.39,54.17,1:07.86,1:20.93,1:34.03,1:46.65
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,4.0,Emmanuel Kipkurui KORIR,KEN,28.0,12.96,25.64,40.67,54.71,1:08.24,1:21.01,1:33.96,1:46.78
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,4.0,Abdessalem AYOUNI,TUN,29.0,12.97,25.83,40.51,54.57,1:08.39,1:21.39,1:34.26,1:46.85
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,4.0,Clayton MURPHY,USA,28.0,12.73,25.40,40.12,54.07,1:07.77,1:20.72,1:33.72,1:47.06
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,4.0,Abedin MUJEZINOVI Ć,BIH,30.0,12.86,25.52,39.88,54.15,1:08.05,1:20.82,1:34.04,1:47.76
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,4.0,Riley MCGOWN,AUS,27.0,12.86,25.53,40.09,54.47,1:08.00,1:21.33,1:34.35,1:48.38
outdoor,Budapest (HUN),2023,22 August 2023,35,37,men,800-metres,heats,4.0,Faustino PRIETO ALFARO,GEQ,33.0,14.14,27.29,41.90,56.96,1:12.96,1:29.73,1:46.92,2:04.20
outdoor,Budapest (HUN),2023,22 August 2023,32,44,men,800-metres,heats,5.0,Abdelati EL GUESSE,MAR,30.0,13.35,25.76,39.94,53.86,1:06.99,1:19.78,1:32.81,1:45.24
outdoor,Budapest (HUN),2023,22 August 2023,32,44,men,800-metres,heats,5.0,Andreas KRAMER,SWE,26.0,13.07,26.00,39.99,54.48,1:07.25,1:20.05,1:32.95,1:45.42
outdoor,Budapest (HUN),2023,22 August 2023,32,44,men,800-metres,heats,5.0,Slimane MOULA,ALG,24.0,13.45,26.04,40.15,54.13,1:07.52,1:20.27,1:33.54,1:45.76
outdoor,Budapest (HUN),2023,22 August 2023,32,44,men,800-metres,heats,5.0,Francesco PERNICI,ITA,21.0,13.25,26.02,39.98,53.67,1:06.88,1:19.79,1:33.42,1:45.89
outdoor,Budapest (HUN),2023,22 August 2023,32,44,men,800-metres,heats,5.0,Peter BOL,AUS,29.0,13.05,26.12,40.20,54.32,1:07.70,1:20.36,1:33.29,1:46.75
outdoor,Budapest (HUN),2023,22 August 2023,32,44,men,800-metres,heats,5.0,James PRESTON,NZL,26.0,12.98,25.76,39.83,53.83,1:07.24,1:20.02,1:33.25,1:46.84
outdoor,Budapest (HUN),2023,22 August 2023,32,44,men,800-metres,heats,5.0,Handal ROBAN,VIN,21.0,13.27,26.31,40.30,54.31,1:07.82,1:20.54,1:33.52,1:46.86
outdoor,Budapest (HUN),2023,22 August 2023,32,44,men,800-metres,heats,5.0,Alex BEDDOES,COK,28.0,13.39,26.53,40.69,55.31,1:07.84,1:20.60,1:33.90,1:48.31
outdoor,Budapest (HUN),2023,22 August 2023,32,44,men,800-metres,heats,5.0,Justice DREISCHOR,ARU,26.0,14.07,27.13,41.15,55.06,1:09.90,1:26.36,1:43.51,1:59.56
outdoor,Budapest (HUN),2023,22 August 2023,32,44,men,800-metres,heats,6.0,Marco AROP,CAN,25.0,13.00,25.44,39.00,51.77,1:05.46,1:18.29,1:31.49,1:45.05
outdoor,Budapest (HUN),2023,22 August 2023,32,44,men,800-metres,heats,6.0,Simone BARONTINI,ITA,25.0,12.72,25.19,38.57,52.36,1:05.55,1:18.90,1:32.12,1:45.21
outdoor,Budapest (HUN),2023,22 August 2023,32,44,men,800-metres,heats,6.0,Yanis MEZIANE,FRA,22.0,12.69,24.92,39.57,51.50,1:05.38,1:18.37,1:32.03,1:45.30
outdoor,Budapest (HUN),2023,22 August 2023,32,44,men,800-metres,heats,6.0,Joonas RINNE,FIN,28.0,12.80,25.30,38.45,53.53,1:05.71,1:18.88,1:32.26,1:45.93
outdoor,Budapest (HUN),2023,22 August 2023,32,44,men,800-metres,heats,6.0,Balázs VINDICS,HUN,29.0,13.34,26.05,39.39,52.25,1:05.80,1:18.63,1:32.05,1:47.18
outdoor,Budapest (HUN),2023,22 August 2023,32,44,men,800-metres,heats,6.0,Eduardo RIBEIRO,BRA,23.0,12.47,24.72,37.92,51.40,1:05.36,1:19.31,1:33.11,1:47.75
outdoor,Budapest (HUN),2023,22 August 2023,32,44,men,800-metres,heats,6.0,Oussama NABIL,MAR,28.0,13.09,25.26,38.77,51.79,1:05.65,1:18.73,1:32.73,1:47.79
outdoor,Budapest (HUN),2023,22 August 2023,32,44,men,800-metres,heats,6.0,Abdullah Mohammed AL-YAARI,YEM,20.0,13.23,26.27,40.23,53.76,1:07.63,1:20.86,1:34.45,1:47.98
outdoor,Budapest (HUN),2023,22 August 2023,32,44,men,800-metres,heats,6.0,Mohammed DWEDAR,PLE,23.0,14.53,28.38,42.73,57.18,1:11.61,1:25.71,1:40.36,1:55.45
outdoor,Budapest (HUN),2023,24 August 2023,28,47,men,800-metres,semi-final,1.0,Slimane MOULA,ALG,24.0,12.71,24.58,39.48,50.54,1:04.23,1:17.10,1:30.71,1:43.93
outdoor,Budapest (HUN),2023,24 August 2023,28,47,men,800-metres,semi-final,1.0,Tshepiso MASALELA,BOT,24.0,12.57,24.96,37.60,51.08,1:04.71,1:17.52,1:30.97,1:44.14
outdoor,Budapest (HUN),2023,24 August 2023,28,47,men,800-metres,semi-final,1.0,Ben PATTISON,GBR,22.0,12.72,24.17,37.31,50.86,1:04.62,1:17.27,1:30.89,1:44.23
outdoor,Budapest (HUN),2023,24 August 2023,28,47,men,800-metres,semi-final,1.0,Mateusz BORKOWSKI,POL,26.0,13.03,25.47,38.13,51.37,1:05.00,1:17.93,1:31.28,1:44.30
outdoor,Budapest (HUN),2023,24 August 2023,28,47,men,800-metres,semi-final,1.0,Mohamed ATTAOUI,ESP,22.0,12.59,24.69,37.34,50.68,1:04.31,1:17.26,1:30.68,1:44.35
outdoor,Budapest (HUN),2023,24 August 2023,28,47,men,800-metres,semi-final,1.0,Benjamin ROBERT,FRA,26.0,12.67,24.96,37.62,51.02,1:04.71,1:17.69,1:30.93,1:44.38
outdoor,Budapest (HUN),2023,24 August 2023,28,47,men,800-metres,semi-final,1.0,Abdelati EL GUESSE,MAR,30.0,12.95,24.64,40.09,50.73,1:04.30,1:17.17,1:30.75,1:44.55
outdoor,Budapest (HUN),2023,24 August 2023,28,47,men,800-metres,semi-final,1.0,Joseph DENG,AUS,25.0,12.33,24.47,37.08,50.55,1:04.09,1:17.52,1:32.06,1:48.12
outdoor,Budapest (HUN),2023,24 August 2023,28,48,men,800-metres,semi-final,2.0,Marco AROP,CAN,25.0,12.66,24.29,37.56,49.16,1:04.88,1:18.25,1:30.68,1:44.02
outdoor,Budapest (HUN),2023,24 August 2023,28,48,men,800-metres,semi-final,2.0,Djamel SEDJATI,ALG,24.0,12.59,24.51,37.76,51.63,1:05.24,1:18.45,1:30.92,1:44.49
outdoor,Budapest (HUN),2023,24 August 2023,28,48,men,800-metres,semi-final,2.0,Saúl ORDÓÑEZ,ESP,29.0,12.86,24.70,37.76,51.03,1:05.49,1:18.72,1:31.28,1:44.74
outdoor,Budapest (HUN),2023,24 August 2023,28,48,men,800-metres,semi-final,2.0,Catalin TECUCEANU,ITA,24.0,12.97,24.48,38.09,51.77,1:05.66,1:19.01,1:31.56,1:44.79
outdoor,Budapest (HUN),2023,24 August 2023,28,48,men,800-metres,semi-final,2.0,Gabriel TUAL,FRA,25.0,12.66,24.55,37.85,51.80,1:05.40,1:18.78,1:31.60,1:44.83
outdoor,Budapest (HUN),2023,24 August 2023,28,48,men,800-metres,semi-final,2.0,Filip OSTROWSKI,POL,22.0,13.06,25.05,37.91,51.98,1:05.75,1:19.02,1:32.84,1:45.30
outdoor,Budapest (HUN),2023,24 August 2023,28,48,men,800-metres,semi-final,2.0,Daniel ROWDEN,GBR,26.0,12.65,24.46,40.22,51.57,1:05.09,1:17.76,1:31.30,1:45.38
outdoor,Budapest (HUN),2023,24 August 2023,28,48,men,800-metres,semi-final,2.0,Alex Ngeno KIPNGETICH,KEN,23.0,12.78,24.79,37.72,51.64,1:05.28,1:18.66,1:31.47,1:45.56
outdoor,Budapest (HUN),2023,24 August 2023,28,48,men,800-metres,semi-final,3.0,Emmanuel WANYONYI,KEN,19.0,12.40,24.49,38.09,49.73,1:03.29,1:16.63,1:30.35,1:43.83
outdoor,Budapest (HUN),2023,24 August 2023,28,48,men,800-metres,semi-final,3.0,Adrián BEN,ESP,25.0,12.69,24.73,37.52,50.28,1:03.93,1:17.83,1:30.96,1:43.92
outdoor,Budapest (HUN),2023,24 August 2023,28,48,men,800-metres,semi-final,3.0,Bryce HOPPEL,USA,26.0,12.55,23.92,36.63,49.53,1:03.12,1:17.73,1:30.54,1:44.04
outdoor,Budapest (HUN),2023,24 August 2023,28,48,men,800-metres,semi-final,3.0,Yanis MEZIANE,FRA,22.0,12.39,24.14,36.71,49.61,1:03.45,1:17.78,1:30.70,1:44.30
outdoor,Budapest (HUN),2023,24 August 2023,28,48,men,800-metres,semi-final,3.0,Simone BARONTINI,ITA,25.0,12.48,24.83,37.62,50.41,1:04.04,1:17.93,1:30.81,1:44.34
outdoor,Budapest (HUN),2023,24 August 2023,28,48,men,800-metres,semi-final,3.0,Andreas KRAMER,SWE,26.0,12.56,24.39,37.26,49.99,1:03.71,1:18.22,1:31.18,1:44.57
outdoor,Budapest (HUN),2023,24 August 2023,28,48,men,800-metres,semi-final,3.0,Mark ENGLISH,IRL,30.0,12.49,24.15,36.82,49.71,1:03.45,1:18.04,1:30.93,1:45.14
outdoor,Budapest (HUN),2023,24 August 2023,28,48,men,800-metres,semi-final,3.0,Max BURGIN,GBR,21.0,12.40,23.92,36.48,49.41,1:02.98,1:17.95,1:31.73,1:47.60
outdoor,Budapest (HUN),2023,25 August 2023,29,54,women,800-metres,semi-final,1.0,Keely HODGKINSON,GBR,21.0,13.38,26.85,42.50,58.36,1:13.98,1:29.12,1:43.83,1:58.48
outdoor,Budapest (HUN),2023,25 August 2023,29,54,women,800-metres,semi-final,1.0,Nia AKINS,USA,25.0,13.49,26.87,42.53,58.48,1:14.18,1:29.35,1:44.16,1:58.61
outdoor,Budapest (HUN),2023,25 August 2023,29,54,women,800-metres,semi-final,1.0,Noélie YARIGO,BEN,38.0,13.59,27.02,42.65,58.49,1:14.06,1:29.25,1:44.05,1:59.43
outdoor,Budapest (HUN),2023,25 August 2023,29,54,women,800-metres,semi-final,1.0,Worknesh MESELE,ETH,22.0,14.04,27.36,43.03,58.86,1:14.73,1:29.80,1:44.93,1:59.54
outdoor,Budapest (HUN),2023,25 August 2023,29,54,women,800-metres,semi-final,1.0,Eveliina MÄÄTTÄNEN,FIN,28.0,13.93,27.26,42.73,58.63,1:14.42,1:29.49,1:44.38,1:59.81
outdoor,Budapest (HUN),2023,25 August 2023,29,54,women,800-metres,semi-final,1.0,Catriona BISSET,AUS,29.0,13.56,27.04,42.69,58.67,1:14.58,1:29.49,1:44.65,1:59.94
outdoor,Budapest (HUN),2023,25 August 2023,29,54,women,800-metres,semi-final,1.0,Anita HORVAT,SLO,27.0,13.54,26.90,42.63,58.47,1:14.35,1:29.41,1:44.53,2:00.54
outdoor,Budapest (HUN),2023,25 August 2023,29,54,women,800-metres,semi-final,1.0,Flavia Maria DE LIMA,BRA,30.0,14.60,28.29,43.30,59.04,1:14.81,1:29.78,1:44.93,2:00.77
outdoor,Budapest (HUN),2023,25 August 2023,29,54,women,800-metres,semi-final,2.0,Jemma REEKIE,GBR,25.0,13.58,27.92,44.77,1:01.44,1:17.11,1:31.69,1:46.15,2:00.28
outdoor,Budapest (HUN),2023,25 August 2023,29,54,women,800-metres,semi-final,2.0,Raevyn ROGERS,USA,27.0,13.45,27.84,44.58,1:01.26,1:16.90,1:31.66,1:45.89,2:00.47
outdoor,Budapest (HUN),2023,25 August 2023,29,54,women,800-metres,semi-final,2.0,Natoya GOULE-TOPPIN,JAM,32.0,13.55,27.65,44.57,1:01.18,1:16.83,1:31.43,1:45.81,2:00.78
outdoor,Budapest (HUN),2023,25 August 2023,29,54,women,800-metres,semi-final,2.0,Habitam ALEMU,ETH,26.0,13.99,27.97,44.97,1:01.65,1:17.26,1:31.42,1:45.93,2:01.02
outdoor,Budapest (HUN),2023,25 August 2023,29,54,women,800-metres,semi-final,2.0,Lore HOFFMANN,SUI,27.0,13.82,28.28,45.05,1:01.63,1:17.40,1:31.86,1:46.45,2:01.05
outdoor,Budapest (HUN),2023,25 August 2023,29,54,women,800-metres,semi-final,2.0,Rénelle LAMOTE,FRA,30.0,13.67,28.00,44.79,1:01.42,1:17.02,1:31.60,1:46.37,2:01.25
outdoor,Budapest (HUN),2023,25 August 2023,29,54,women,800-metres,semi-final,2.0,Christina HERING,GER,29.0,13.67,28.07,44.77,1:01.47,1:17.15,1:31.84,1:46.54,2:01.66
outdoor,Budapest (HUN),2023,25 August 2023,29,54,women,800-metres,semi-final,2.0,Bianka KÉRI,HUN,29.0,13.73,28.29,45.13,1:01.82,1:17.50,1:31.57,1:46.26,2:01.68
outdoor,Budapest (HUN),2023,25 August 2023,29,56,women,800-metres,semi-final,3.0,Mary MORAA,KEN,23.0,13.47,26.56,41.98,57.35,1:12.58,1:28.11,1:43.50,1:58.48
outdoor,Budapest (HUN),2023,25 August 2023,29,56,women,800-metres,semi-final,3.0,Athing MU,USA,21.0,13.39,26.92,42.09,57.49,1:13.57,1:28.71,1:43.63,1:58.78
outdoor,Budapest (HUN),2023,25 August 2023,29,56,women,800-metres,semi-final,3.0,Halimah NAKAAYI,UGA,29.0,13.40,26.69,42.02,57.36,1:12.64,1:28.04,1:43.56,1:58.89
outdoor,Budapest (HUN),2023,25 August 2023,29,56,women,800-metres,semi-final,3.0,Adelle TRACEY,JAM,30.0,13.80,27.30,42.37,57.77,1:13.10,1:28.58,1:43.91,1:58.99
outdoor,Budapest (HUN),2023,25 August 2023,29,56,women,800-metres,semi-final,3.0,Abbey CALDWELL,AUS,22.0,13.65,27.25,42.10,57.49,1:12.89,1:28.38,1:43.72,1:59.05
outdoor,Budapest (HUN),2023,25 August 2023,29,56,women,800-metres,semi-final,3.0,Eloisa COIRO,ITA,23.0,14.19,27.78,42.27,57.98,1:13.31,1:28.79,1:44.16,1:59.61
outdoor,Budapest (HUN),2023,25 August 2023,29,56,women,800-metres,semi-final,3.0,Jazz SHUKLA,CAN,25.0,13.69,27.57,42.40,57.84,1:13.70,1:29.34,1:44.62,2:00.23
outdoor,Budapest (HUN),2023,25 August 2023,29,56,women,800-metres,semi-final,3.0,Prudence SEKGODISO,RSA,22.0,13.53,27.00,42.18,57.68,1:15.85,1:31.44,1:49.66,2:11.68
outdoor,Budapest (HUN),2023,26 August 2023,32,46,men,800-metres,final,1.0,Marco AROP,CAN,25.0,13.25,25.95,39.82,53.38,1:06.95,1:19.21,1:31.63,1:44.24
outdoor,Budapest (HUN),2023,26 August 2023,32,46,men,800-metres,final,1.0,Emmanuel WANYONYI,KEN,19.0,12.80,25.32,38.82,52.68,1:06.43,1:19.45,1:31.96,1:44.53
outdoor,Budapest (HUN),2023,26 August 2023,32,46,men,800-metres,final,1.0,Ben PATTISON,GBR,22.0,12.63,25.34,39.15,52.86,1:06.60,1:19.71,1:32.22,1:44.83
outdoor,Budapest (HUN),2023,26 August 2023,32,46,men,800-metres,final,1.0,Adrián BEN,ESP,25.0,13.07,25.85,39.58,53.27,1:07.06,1:20.06,1:32.63,1:44.91
outdoor,Budapest (HUN),2023,26 August 2023,32,46,men,800-metres,final,1.0,Slimane MOULA,ALG,24.0,13.06,25.59,39.59,53.25,1:07.06,1:19.79,1:32.57,1:44.95
outdoor,Budapest (HUN),2023,26 August 2023,32,46,men,800-metres,final,1.0,Tshepiso MASALELA,BOT,24.0,12.67,25.54,39.17,52.90,1:06.60,1:19.45,1:32.17,1:45.57
outdoor,Budapest (HUN),2023,26 August 2023,32,46,men,800-metres,final,1.0,Bryce HOPPEL,USA,26.0,12.78,25.66,39.30,53.08,1:06.94,1:19.68,1:32.58,1:46.02
outdoor,Budapest (HUN),2023,27 August 2023,30,49,women,800-metres,final,1.0,Mary MORAA,KEN,23.0,13.39,26.52,41.22,56.07,1:11.40,1:26.32,1:41.37,1:56.03
outdoor,Budapest (HUN),2023,27 August 2023,30,49,women,800-metres,final,1.0,Keely HODGKINSON,GBR,21.0,13.35,26.57,41.22,56.34,1:11.66,1:26.45,1:41.62,1:56.34
outdoor,Budapest (HUN),2023,27 August 2023,30,49,women,800-metres,final,1.0,Athing MU,USA,21.0,13.26,26.51,40.94,56.01,1:11.21,1:26.21,1:41.18,1:56.61
outdoor,Budapest (HUN),2023,27 August 2023,30,49,women,800-metres,final,1.0,Raevyn ROGERS,USA,27.0,13.42,26.97,41.58,56.57,1:12.00,1:27.12,1:42.11,1:57.45
outdoor,Budapest (HUN),2023,27 August 2023,30,49,women,800-metres,final,1.0,Jemma REEKIE,GBR,25.0,13.53,26.55,41.20,56.27,1:11.58,1:26.51,1:41.66,1:57.72
outdoor,Budapest (HUN),2023,27 August 2023,30,49,women,800-metres,final,1.0,Nia AKINS,USA,25.0,13.80,26.90,41.40,56.47,1:11.81,1:26.75,1:41.80,1:57.73
outdoor,Budapest (HUN),2023,27 August 2023,30,49,women,800-metres,final,1.0,Adelle TRACEY,JAM,30.0,13.87,27.25,41.84,56.73,1:12.21,1:27.32,1:42.68,1:58.41
outdoor,Budapest (HUN),2023,27 August 2023,30,49,women,800-metres,final,1.0,Halimah NAKAAYI,UGA,29.0,13.75,26.82,41.43,56.37,1:11.78,1:27.10,1:42.90,1:59.18
outdoor,Oregon (USA),2022,20 July 2022,33,34,men,800-metres,heats,1.0,Emmanuel Kipkurui KORIR,KEN,27.0,13.65,26.78,41.89,57.00,1:11.00,1:23.67,1:36.34,1:49.05
outdoor,Oregon (USA),2022,20 July 2022,33,34,men,800-metres,heats,1.0,Elhassane MOUJAHID,MAR,22.0,13.64,26.95,42.01,57.22,1:11.03,1:23.53,1:36.27,1:49.27
outdoor,Oregon (USA),2022,20 July 2022,33,34,men,800-metres,heats,1.0,Álvaro DE ARRIBA,ESP,28.0,13.58,26.68,41.79,57.08,1:10.80,1:23.54,1:36.40,1:49.30
outdoor,Oregon (USA),2022,20 July 2022,33,34,men,800-metres,heats,1.0,Ermias GIRMA,ETH,17.0,13.73,26.60,41.69,56.90,1:10.80,1:23.58,1:36.27,1:49.36
outdoor,Oregon (USA),2022,20 July 2022,33,34,men,800-metres,heats,1.0,Marc REUTHER,GER,26.0,13.49,26.66,41.63,56.80,1:10.97,1:24.14,1:36.86,1:50.75
outdoor,Oregon (USA),2022,20 July 2022,33,34,men,800-metres,heats,1.0,Manuel Belo Amaral ATAIDE,TLS,21.0,14.47,27.35,42.18,57.50,1:11.73,1:26.63,1:42.73,1:58.91
outdoor,Oregon (USA),2022,20 July 2022,33,34,men,800-metres,heats,2.0,Peter BOL,AUS,28.0,12.88,25.07,38.55,52.31,1:06.06,1:19.34,1:32.35,1:45.50
outdoor,Oregon (USA),2022,20 July 2022,33,34,men,800-metres,heats,2.0,Kyle LANGFORD,GBR,26.0,13.12,25.50,39.08,52.77,1:06.55,1:19.63,1:32.72,1:45.68
outdoor,Oregon (USA),2022,20 July 2022,33,34,men,800-metres,heats,2.0,Mariano GARCÍA,ESP,25.0,12.84,25.08,38.50,52.24,1:06.02,1:19.35,1:32.55,1:45.74
outdoor,Oregon (USA),2022,20 July 2022,33,34,men,800-metres,heats,2.0,Benjamin ROBERT,FRA,25.0,12.92,25.11,38.76,52.46,1:06.18,1:19.39,1:32.45,1:45.94
outdoor,Oregon (USA),2022,20 July 2022,33,34,men,800-metres,heats,2.0,Abedin MUJEZINOVI Ć,BIH,29.0,13.05,25.42,39.14,52.97,1:06.61,1:19.86,1:33.22,1:46.26
outdoor,Oregon (USA),2022,20 July 2022,33,34,men,800-metres,heats,2.0,Donavan BRAZIER,USA,25.0,12.91,25.12,38.67,52.34,1:06.17,1:19.37,1:32.76,1:46.72
outdoor,Oregon (USA),2022,20 July 2022,33,34,men,800-metres,heats,2.0,Patryk SIERADZKI,POL,24.0,12.93,25.25,38.87,52.69,1:06.35,1:19.55,1:33.68,1:48.78
outdoor,Oregon (USA),2022,20 July 2022,33,35,men,800-metres,heats,3.0,Moad ZAHAFI,MAR,24.0,13.06,24.83,38.47,51.97,1:05.60,1:19.31,1:32.58,1:46.15
outdoor,Oregon (USA),2022,20 July 2022,33,35,men,800-metres,heats,3.0,Gabriel TUAL,FRA,24.0,12.72,25.03,39.11,52.77,1:06.51,1:19.40,1:32.70,1:46.34
outdoor,Oregon (USA),2022,20 July 2022,33,35,men,800-metres,heats,3.0,Emmanuel WANYONYI,KEN,18.0,12.62,24.92,39.01,52.76,1:06.39,1:19.64,1:33.25,1:46.45
outdoor,Oregon (USA),2022,20 July 2022,33,35,men,800-metres,heats,3.0,Eliott CRESTAN,BEL,23.0,12.80,25.11,39.24,52.94,1:06.69,1:19.89,1:33.62,1:46.61
outdoor,Oregon (USA),2022,20 July 2022,33,35,men,800-metres,heats,3.0,Bryce HOPPEL,USA,25.0,12.96,25.28,38.87,52.60,1:06.16,1:19.48,1:33.21,1:46.98
outdoor,Oregon (USA),2022,20 July 2022,33,35,men,800-metres,heats,3.0,Mateusz BORKOWSKI,POL,25.0,13.21,25.82,39.29,52.68,1:06.35,1:19.78,1:33.56,1:47.61
outdoor,Oregon (USA),2022,20 July 2022,33,35,men,800-metres,heats,3.0,Navasky ANDERSON,JAM,22.0,13.08,24.86,38.80,52.34,1:05.95,1:19.64,1:33.56,1:48.37
outdoor,Oregon (USA),2022,20 July 2022,33,35,men,800-metres,heats,3.0,Brandon MCBRIDE,CAN,28.0,12.89,29.77,43.56,56.87,1:11.02,1:25.66,1:41.10,1:57.43
outdoor,Oregon (USA),2022,20 July 2022,33,35,men,800-metres,heats,4.0,Djamel SEDJATI,ALG,23.0,13.01,25.95,40.61,54.81,1:08.11,1:20.73,1:33.60,1:46.39
