COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M,900M,1000M,1100M,1200M,1300M,1400M,1500M,1600M,1700M,1800M,1900M,2000M,2100M,2200M,2300M,2400M,2500M,2600M,2700M,2800M,2900M,3000M,3100M,3200M,3300M,3400M,3500M,3600M,3700M,3800M,3900M,4000M,4100M,4200M,4300M,4400M,4500M,4600M,4700M,4800M,4900M,5000M
outdoor,Budapest (HUN),2023,23 August 2023,31,53,women,5000-metres,heats,2.0,Nozomi TANAKA,JPN,24.0,18.11,36.67,55.82,1:13.87,1:31.01,1:48.51,2:06.17,2:23.82,2:40.59,2:57.57,3:14.95,3:32.08,3:49.26,4:06.12,4:23.84,4:42.15,4:58.55,5:16.11,5:33.74,5:51.19,6:08.59,6:26.09,6:43.96,7:02.35,7:18.86,7:36.29,7:54.13,8:12.93,8:29.58,8:47.46,9:05.03,9:22.90,9:40.66,9:58.37,10:15.92,10:33.66,10:51.35,11:09.31,11:27.33,11:45.62,12:03.57,12:21.48,12:39.41,12:57.01,13:14.73,13:32.10,13:48.42,14:03.91,14:21.57,14:37.98
outdoor,Budapest (HUN),2023,23 August 2023,31,53,women,5000-metres,heats,2.0,Nadia BATTOCLETTI,ITA,23.0,18.12,37.07,56.20,1:14.36,1:31.65,1:49.00,2:06.74,2:24.35,2:41.57,2:58.89,3:16.32,3:33.75,3:51.14,4:08.13,4:24.89,4:43.54,4:59.90,5:17.72,5:34.89,5:52.35,6:09.80,6:27.21,6:45.01,7:03.53,7:20.06,7:37.65,7:55.63,8:14.18,8:31.26,8:49.43,9:07.35,9:24.88,9:42.67,10:00.26,10:17.88,10:35.34,10:52.96,11:10.42,11:28.09,11:46.12,12:04.14,12:21.93,12:39.70,12:57.29,13:14.89,13:32.76,13:50.27,14:06.15,14:24.61,14:41.78
outdoor,Budapest (HUN),2023,23 August 2023,31,53,women,5000-metres,heats,2.0,Laura GALVÁN,MEX,32.0,18.04,36.90,56.39,1:14.50,1:31.84,1:49.11,2:06.92,2:24.53,2:41.89,2:59.03,3:16.73,3:34.30,3:51.90,4:09.03,4:26.38,4:44.45,5:00.98,5:18.05,5:36.00,5:53.51,6:10.89,6:28.41,6:46.20,7:04.83,7:21.36,7:39.01,7:56.99,8:16.27,8:33.66,8:51.37,9:09.25,9:27.03,9:44.72,10:02.69,10:20.59,10:39.17,10:56.97,11:15.11,11:33.08,11:51.34,12:09.35,12:27.18,12:44.81,13:02.18,13:19.72,13:37.06,13:53.98,14:10.64,14:27.10,14:43.94
outdoor,Budapest (HUN),2023,23 August 2023,31,53,women,5000-metres,heats,2.0,Natosha ROGERS,USA,32.0,18.28,37.23,56.69,1:15.00,1:32.31,1:49.74,2:07.54,2:25.21,2:42.48,2:59.99,3:17.44,3:34.72,3:51.64,4:08.53,4:25.71,4:43.43,5:00.20,5:17.36,5:35.10,5:52.69,6:10.00,6:27.48,6:45.24,7:03.85,7:20.38,7:37.46,7:54.90,8:13.27,8:30.25,8:48.28,9:06.64,9:25.21,9:42.98,10:01.34,10:20.47,10:39.43,10:58.08,11:17.18,11:36.65,11:56.30,12:15.84,12:35.35,12:54.89,13:14.06,13:33.62,13:52.84,14:11.97,14:31.08,14:49.31,15:06.58
outdoor,Budapest (HUN),2023,23 August 2023,31,53,women,5000-metres,heats,2.0,Joselyn Daniely BREA,VEN,29.0,18.09,37.00,56.31,1:14.43,1:31.76,1:49.04,2:06.81,2:24.43,2:41.70,2:58.99,3:16.38,3:33.87,3:51.45,4:08.61,4:26.04,4:43.91,5:00.64,5:17.70,5:35.69,5:53.19,6:10.49,6:28.05,6:45.78,7:04.35,7:20.97,7:38.68,7:56.80,8:15.94,8:33.63,8:51.93,9:09.60,9:27.53,9:45.64,10:04.26,10:23.17,10:41.37,11:01.44,11:20.95,11:40.30,11:57.41,12:18.97,12:38.51,12:58.27,13:18.24,13:38.15,13:58.07,14:16.64,14:35.02,14:52.47,15:11.16
outdoor,Budapest (HUN),2023,23 August 2023,31,53,women,5000-metres,heats,2.0,Camilla RICHARDSSON,FIN,30.0,18.45,37.79,57.49,1:15.91,1:33.69,1:50.89,2:08.52,2:26.16,2:43.36,3:01.13,3:18.65,3:36.14,3:53.77,4:11.50,4:29.65,4:48.47,5:05.62,5:23.60,5:41.90,5:58.59,6:17.96,6:36.48,6:55.23,7:14.70,7:31.98,7:50.69,8:09.39,8:28.70,8:46.17,9:04.79,9:23.37,9:41.89,10:00.74,10:19.34,10:38.61,10:58.11,11:17.13,11:36.13,11:55.74,12:14.84,12:33.55,12:51.90,13:10.32,13:28.50,13:47.12,14:05.77,14:23.66,14:41.19,14:57.59,15:13.84
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,1.0,Jimmy GRESSIER,FRA,26.0,15.71,32.10,49.49,1:06.75,1:24.61,1:41.97,1:59.72,2:16.87,2:34.10,2:51.35,3:08.74,3:26.29,3:43.50,4:00.88,4:18.18,4:35.79,4:53.01,5:10.42,5:28.02,5:45.35,6:02.99,6:20.02,6:37.38,6:52.96,7:11.48,7:28.70,7:45.94,8:00.82,8:17.90,8:33.93,8:49.69,9:05.67,9:21.26,9:37.11,9:53.00,10:08.78,10:24.88,10:40.82,10:56.88,11:12.55,11:27.91,11:42.60,11:57.66,12:12.28,12:26.44,12:41.61,12:55.95,13:09.51,13:22.62,13:36.42
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,1.0,Paul CHELIMO,USA,33.0,16.09,32.03,49.22,1:07.40,1:24.32,1:41.87,1:59.32,2:16.60,2:33.84,2:51.18,3:08.50,3:26.02,3:43.37,4:00.70,4:18.10,4:35.74,4:53.00,5:10.50,5:27.99,5:45.43,6:03.02,6:20.26,6:37.32,6:54.47,7:11.57,7:28.80,7:45.99,8:00.97,8:18.60,8:34.56,8:50.37,9:06.34,9:21.92,9:37.61,9:53.78,10:09.81,10:25.79,10:41.36,10:57.89,11:14.16,11:29.31,11:44.03,11:58.95,12:14.22,12:28.23,12:42.91,12:56.89,13:10.57,13:23.41,13:36.51
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,1.0,Narve Gilje NORDÅS,NOR,25.0,17.39,33.85,51.42,1:09.79,1:26.68,1:43.57,2:01.24,2:18.26,2:35.65,2:52.84,3:10.23,3:27.36,3:45.00,4:02.28,4:19.47,4:36.55,4:53.93,5:11.43,5:29.06,5:46.61,6:04.05,6:21.08,6:38.65,6:55.45,7:12.82,7:29.73,7:46.93,8:01.19,8:19.36,8:35.44,8:51.14,9:07.21,9:22.72,9:38.14,9:54.30,10:10.17,10:26.02,10:42.16,10:58.53,11:13.45,11:27.87,11:42.69,11:57.71,12:13.78,12:27.14,12:42.13,12:55.91,13:09.60,13:22.80,13:36.55
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,1.0,Andreas ALMGREN,SWE,28.0,16.37,32.77,50.44,1:08.62,1:25.50,1:42.65,2:00.50,2:17.83,2:34.95,2:52.22,3:09.64,3:27.20,3:44.51,4:01.80,4:19.16,4:36.80,4:54.05,5:11.52,5:29.21,5:46.61,6:04.20,6:21.12,6:38.56,6:55.60,7:12.77,7:29.68,7:47.03,8:01.11,8:18.81,8:34.94,8:50.78,9:06.70,9:22.16,9:37.64,9:53.59,10:09.38,10:25.47,10:41.48,10:57.44,11:13.44,11:28.49,11:43.05,11:58.35,12:13.46,12:27.33,12:42.16,12:56.09,13:09.71,13:22.93,13:36.57
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,1.0,Egide NTAKARUTIMANA,BDI,26.0,15.89,32.30,49.76,1:07.93,1:24.92,1:42.32,2:00.27,2:17.65,2:34.81,2:52.16,3:09.56,3:26.87,3:44.29,4:01.46,4:18.86,4:36.15,4:53.65,5:11.18,5:28.67,5:46.09,6:03.60,6:20.94,6:38.06,6:54.87,7:12.13,7:29.40,7:46.53,8:00.92,8:18.39,8:34.45,8:50.18,9:06.12,9:21.68,9:37.56,9:53.57,10:09.57,10:25.29,10:42.17,10:57.55,11:13.43,11:28.52,11:43.21,11:58.51,12:13.85,12:28.07,12:42.95,12:57.04,13:10.77,13:23.91,13:37.53
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,1.0,Benjamin FLANAGAN,CAN,29.0,16.07,32.46,49.93,1:08.20,1:24.90,1:42.32,2:00.09,2:17.33,2:34.52,2:51.72,3:09.17,3:26.86,3:42.77,4:01.62,4:19.01,4:36.17,4:53.52,5:10.94,5:28.47,5:45.80,6:03.48,6:20.65,6:37.85,6:54.67,7:12.14,7:29.13,7:46.37,8:01.02,8:18.72,8:34.75,8:50.53,9:06.47,9:22.11,9:37.91,9:54.08,10:09.92,10:25.82,10:41.60,10:58.20,11:13.74,11:28.56,11:43.32,11:58.53,12:13.65,12:26.15,12:42.66,12:56.67,13:10.79,13:24.67,13:38.69
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,1.0,Mike FOPPEN,NED,27.0,16.13,32.56,50.07,1:08.32,1:25.16,1:42.59,2:00.14,2:17.57,2:34.70,2:51.92,3:09.38,3:26.75,3:44.12,4:01.42,4:18.70,4:36.29,4:53.72,5:11.24,5:28.80,5:46.08,6:03.65,6:20.89,6:38.07,6:55.06,7:12.36,7:29.26,7:46.25,8:00.85,8:18.26,8:33.85,8:49.94,9:05.82,9:21.45,9:37.30,9:53.29,10:09.38,10:25.37,10:41.48,10:57.54,11:13.97,11:29.13,11:43.79,11:59.19,12:14.46,12:28.35,12:43.24,12:57.22,13:11.04,13:24.74,13:38.94
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,1.0,John HEYMANS,BEL,26.0,17.07,33.68,51.28,1:09.73,1:26.47,1:43.67,2:01.30,2:19.08,2:36.49,2:53.46,3:10.88,3:28.27,3:45.53,4:02.81,4:20.30,4:37.67,4:55.13,5:12.59,5:30.25,5:47.58,6:05.06,6:22.15,6:39.58,6:56.45,7:13.66,7:30.63,7:47.80,8:06.63,8:19.75,8:35.62,8:51.48,9:07.28,9:22.88,9:38.44,9:54.48,10:10.30,10:26.40,10:42.88,10:57.98,11:13.49,11:28.61,11:43.18,11:58.12,12:13.45,12:27.30,12:42.38,12:56.26,13:09.86,13:23.84,13:39.67
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,1.0,Nicholas KIPKORIR,KEN,25.0,16.41,32.94,50.70,1:08.96,1:25.79,1:43.09,2:00.96,2:18.41,2:35.51,2:52.82,3:10.24,3:27.74,3:44.57,4:01.87,4:18.60,4:33.96,4:53.32,5:10.82,5:28.41,5:45.86,6:03.46,6:20.68,6:37.81,6:54.91,7:12.05,7:29.14,7:46.43,8:00.82,8:17.84,8:33.72,8:49.46,9:05.29,9:21.02,9:36.87,9:52.79,10:08.61,10:24.70,10:40.92,10:56.81,11:13.26,11:28.11,11:42.93,11:58.22,12:13.67,12:27.67,12:42.67,12:56.80,13:10.96,13:24.90,13:40.43
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,1.0,Birhanu BALEW,BRN,27.0,16.27,32.74,50.52,1:08.81,1:25.58,1:42.91,2:00.67,2:18.11,2:35.15,2:52.38,3:09.96,3:27.40,3:44.76,4:01.97,4:19.41,4:37.06,4:54.32,5:11.74,5:29.43,5:46.88,6:04.39,6:21.39,6:38.78,6:55.81,7:12.92,7:29.86,7:47.29,8:00.97,8:18.27,8:34.19,8:49.97,9:05.96,9:21.64,9:37.33,9:53.47,10:09.21,10:25.24,10:41.02,10:57.36,11:13.90,11:28.75,11:43.56,11:58.79,12:13.60,12:27.55,12:42.45,12:56.43,13:10.94,13:25.32,13:41.00
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,1.0,Stewart MCSWEYN,AUS,28.0,16.72,32.89,50.31,1:08.49,1:25.27,1:42.75,2:00.49,2:17.96,2:35.01,2:52.32,3:09.79,3:27.21,3:40.89,4:02.10,4:19.21,4:36.79,4:54.24,5:11.72,5:29.24,5:46.79,6:04.16,6:21.17,6:38.85,6:55.73,7:12.98,7:29.90,7:47.12,8:00.95,8:19.41,8:35.67,8:51.49,9:07.58,9:22.67,9:38.00,9:53.64,10:08.77,10:24.96,10:40.98,10:57.11,11:13.62,11:29.35,11:50.49,12:06.17,12:21.37,12:37.83,12:54.29,13:09.84,13:25.92,13:41.21,13:56.81
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,1.0,Sam PARSONS,GER,29.0,16.50,33.22,50.68,1:06.98,1:25.73,1:43.07,2:00.71,2:18.22,2:35.34,2:52.59,3:09.99,3:26.53,3:45.03,4:02.24,4:19.60,4:37.06,4:54.32,5:11.88,5:29.45,5:46.70,6:03.85,6:20.96,6:38.26,6:55.30,7:12.42,7:29.50,7:46.59,8:00.84,8:21.11,8:34.09,8:49.74,9:05.64,9:21.39,9:37.13,9:53.13,10:08.60,10:25.09,10:40.87,10:57.12,11:13.43,11:28.04,11:46.49,12:02.24,12:19.07,12:34.58,12:52.13,13:09.11,13:26.99,13:44.90,14:03.14
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,2.0,Luis GRIJALVA,GUA,24.0,15.56,32.17,51.22,1:05.25,1:21.81,1:38.08,1:55.08,2:12.48,2:32.32,2:48.33,3:06.25,3:24.70,3:42.68,4:01.28,4:19.79,4:37.22,4:53.28,5:10.27,5:26.46,5:42.78,5:59.66,6:16.53,6:33.71,6:50.64,7:06.95,7:23.43,7:40.62,7:58.02,8:15.07,8:31.38,8:48.15,9:04.41,9:19.83,9:36.22,9:53.03,10:08.80,10:24.43,10:39.78,10:54.71,11:10.57,11:24.65,11:39.14,11:53.93,12:08.59,12:22.69,12:37.06,12:51.66,13:05.71,13:19.38,13:32.72
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,2.0,Mohammed AHMED,CAN,33.0,16.16,32.57,51.37,1:05.78,1:22.63,1:38.83,1:55.77,2:13.22,2:30.66,2:48.96,3:07.07,3:25.38,3:43.54,4:01.73,4:20.27,4:38.22,4:54.46,5:11.24,5:27.42,5:43.59,6:00.30,6:17.33,6:34.66,6:51.57,7:07.95,7:24.25,7:41.42,7:59.49,8:15.66,8:32.29,8:48.92,9:05.31,9:21.39,9:37.21,9:54.11,10:08.04,10:25.31,10:40.50,10:55.76,11:10.91,11:25.05,11:39.44,11:54.07,12:08.70,12:23.33,12:36.87,12:51.78,13:06.10,13:19.57,13:33.16
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,2.0,Berihu AREGAWI,ETH,22.0,16.52,33.51,51.40,1:07.53,1:23.89,1:40.17,1:56.88,2:14.21,2:31.42,2:49.87,3:07.89,3:25.97,3:44.18,4:02.34,4:20.94,4:38.89,4:55.31,5:11.59,5:28.33,5:44.20,6:00.83,6:17.64,6:35.22,6:51.88,7:08.41,7:24.45,7:41.62,7:59.67,8:15.73,8:32.24,8:48.87,9:05.00,9:21.09,9:37.07,9:53.32,10:07.58,10:24.67,10:39.67,10:54.46,11:10.38,11:24.45,11:38.93,11:53.42,12:08.16,12:22.44,12:37.34,12:51.50,13:05.70,13:19.13,13:33.23
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,2.0,Mohamed ISMAIL,DJI,27.0,15.70,32.73,51.22,1:05.71,1:22.26,1:38.58,1:55.50,2:13.10,2:30.18,2:48.98,3:06.81,3:25.28,3:43.14,4:01.63,4:20.18,4:37.79,4:53.91,5:10.69,5:27.08,5:43.33,6:00.08,6:17.03,6:34.50,6:51.18,7:07.69,7:23.73,7:40.76,7:58.92,8:14.98,8:31.75,8:48.42,9:04.70,9:20.67,9:36.62,9:53.26,10:09.19,10:24.49,10:39.93,10:55.06,11:10.84,11:26.41,11:39.62,11:54.21,12:08.92,12:23.18,12:37.55,12:51.96,13:06.14,13:19.67,13:33.51
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,2.0,Thierry NDIKUMWENAYO,ESP,26.0,17.42,34.71,51.62,1:08.89,1:25.00,1:41.35,1:58.03,2:15.07,2:32.48,2:50.37,3:08.37,3:26.45,3:44.88,4:02.79,4:21.60,4:39.89,4:55.71,5:11.90,5:28.66,5:43.77,6:00.46,6:17.87,6:35.54,6:52.32,7:08.92,7:25.17,7:42.09,8:00.10,8:16.21,8:32.75,8:49.24,9:05.42,9:21.17,9:37.38,9:53.68,10:08.25,10:25.03,10:40.07,10:55.59,11:11.18,11:25.36,11:40.18,11:54.71,12:09.19,12:23.10,12:37.59,12:51.77,13:06.13,13:19.91,13:34.03
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,2.0,Magnus Tuv MYHRE,NOR,23.0,16.33,33.48,51.42,1:07.67,1:24.11,1:40.25,1:56.98,2:14.22,2:31.55,2:49.58,3:07.80,3:26.08,3:44.19,4:02.33,4:20.15,4:39.35,4:55.51,5:12.06,5:28.80,5:44.82,6:01.41,6:18.23,6:35.74,6:52.65,7:09.42,7:25.67,7:42.57,8:00.55,8:16.68,8:33.27,8:49.91,9:06.21,9:22.22,9:38.21,9:54.71,10:10.48,10:26.00,10:41.17,10:56.47,11:12.14,11:26.40,11:41.11,11:55.88,12:10.61,12:24.98,12:39.75,12:53.32,13:07.25,13:20.79,13:36.36
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,2.0,Jonas RAESS,SUI,29.0,15.89,32.73,51.38,1:06.82,1:23.30,1:39.46,1:56.33,2:13.75,2:31.16,2:49.35,3:07.39,3:25.75,3:43.71,4:02.05,4:20.50,4:38.47,4:54.72,5:11.40,5:27.60,5:43.85,6:00.47,6:17.42,6:34.90,6:51.80,7:08.20,7:24.42,7:41.39,7:59.43,8:15.41,8:31.97,8:48.79,9:05.16,9:20.99,9:37.03,9:53.71,10:09.87,10:25.72,10:40.86,10:56.53,11:12.68,11:27.02,11:41.83,11:56.69,12:11.32,12:26.12,12:41.11,12:55.22,13:09.57,13:23.49,13:37.84
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,2.0,Henrik INGEBRIGTSEN,NOR,32.0,17.01,33.75,51.45,1:08.16,1:24.36,1:40.58,1:57.27,2:14.46,2:31.76,2:50.05,3:08.03,3:24.59,3:44.38,4:02.44,4:21.06,4:39.16,4:55.28,5:11.84,5:28.54,5:44.72,6:01.28,6:18.25,6:35.79,6:52.60,7:09.26,7:25.34,7:42.39,8:00.36,8:16.37,8:33.10,8:49.63,9:06.00,9:22.05,9:38.14,9:54.44,10:10.12,10:25.79,10:41.09,10:56.78,11:12.77,11:26.76,11:41.70,11:56.51,12:11.48,12:26.29,12:41.56,12:56.01,13:10.65,13:24.63,13:38.80
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,2.0,Hugo HAY,FRA,26.0,16.31,33.92,51.47,1:08.36,1:24.47,1:40.78,1:57.56,2:14.67,2:31.96,2:49.78,3:07.52,3:24.87,3:42.96,4:01.28,4:19.90,4:37.64,4:53.85,5:10.57,5:26.95,5:43.28,6:00.02,6:16.95,6:34.44,6:51.32,7:07.69,7:23.90,7:41.09,7:59.24,8:15.27,8:31.78,8:48.60,9:04.98,9:20.83,9:36.53,9:53.24,10:09.37,10:24.95,10:40.08,10:55.31,11:11.17,11:25.42,11:40.24,11:55.37,12:10.28,12:24.88,12:40.00,12:54.64,13:09.87,13:24.65,13:39.76
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,2.0,Sean MCGORTY,USA,28.0,15.80,32.29,51.21,1:05.54,1:22.01,1:38.34,1:55.30,2:12.85,2:29.93,2:48.48,3:06.51,3:24.82,3:42.95,4:01.57,4:19.98,4:37.54,4:53.58,5:10.51,5:26.71,5:43.04,5:59.78,6:16.88,6:34.00,6:50.92,7:07.18,7:23.67,7:40.85,7:59.07,8:15.14,8:31.59,8:48.39,9:04.69,9:20.64,9:36.51,9:53.21,10:09.10,10:24.79,10:40.27,10:55.78,11:11.56,11:25.76,11:40.50,11:55.41,12:09.99,12:24.49,12:39.39,12:53.74,13:08.82,13:24.18,13:40.28
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,2.0,Hyuga ENDO,JPN,25.0,16.22,32.75,51.30,1:05.99,1:22.79,1:39.02,1:55.84,2:13.32,2:30.57,2:48.77,3:06.62,3:24.77,3:42.77,4:01.33,4:20.01,4:37.67,4:53.87,5:10.65,5:26.79,5:43.08,5:59.97,6:17.00,6:34.17,6:51.04,7:07.42,7:23.99,7:41.03,7:58.81,8:15.37,8:31.96,8:48.20,9:04.85,9:20.97,9:36.56,9:53.45,10:09.42,10:25.48,10:40.91,10:56.08,11:11.88,11:26.12,11:40.85,11:55.82,12:10.85,12:25.99,12:42.99,12:58.12,13:15.08,13:32.41,13:50.49
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,2.0,Emil DANIELSSON,SWE,26.0,15.77,33.02,51.24,1:06.93,1:23.61,1:39.78,1:56.68,2:13.99,2:31.39,2:49.28,3:07.51,3:25.79,3:43.98,4:02.19,4:20.74,4:38.71,4:55.04,5:11.60,5:27.98,5:43.88,6:00.59,6:17.68,6:35.27,6:52.01,7:08.70,7:25.04,7:41.85,7:58.84,8:16.04,8:32.40,8:48.98,9:04.94,9:21.04,9:37.11,9:55.52,10:09.65,10:25.45,10:40.86,10:56.24,11:12.36,11:27.23,11:43.06,11:59.42,12:16.01,12:32.46,12:49.62,13:05.78,13:22.89,13:38.81,13:54.35
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,2.0,Robin HENDRIX,BEL,29.0,16.36,33.82,51.47,1:08.24,1:24.68,1:41.08,1:57.64,2:14.80,2:32.21,2:50.11,3:07.97,3:25.20,3:43.13,4:01.57,4:19.50,4:36.52,4:53.15,5:10.03,5:26.48,5:42.83,5:59.59,6:16.44,6:33.55,6:50.43,7:06.75,7:23.44,7:40.43,7:58.89,8:15.08,8:31.46,8:48.26,9:04.49,9:20.54,9:36.42,9:52.95,10:09.08,10:25.07,10:40.62,10:56.21,11:12.43,11:27.46,11:43.07,11:59.60,12:16.35,12:33.04,12:50.37,13:06.49,13:23.21,13:39.24,13:55.81
outdoor,Budapest (HUN),2023,24 August 2023,31,39,men,5000-metres,heats,2.0,Samuel FREIRE,CPV,33.0,16.57,33.63,51.42,1:07.94,1:26.43,1:40.36,1:57.04,2:14.36,2:31.58,2:49.43,3:07.58,3:25.70,3:43.80,4:01.83,4:20.74,4:38.81,4:55.09,5:11.61,5:28.16,5:44.26,6:01.04,6:17.99,6:35.51,6:52.30,7:08.96,7:25.10,7:42.06,8:00.19,8:16.20,8:32.84,8:49.38,9:05.80,9:21.92,9:37.80,9:54.47,10:10.70,10:26.67,10:42.90,10:59.54,11:17.36,11:35.54,11:50.94,12:08.34,12:26.13,12:43.60,13:01.26,13:17.84,13:34.96,13:51.12,14:07.38
outdoor,Budapest (HUN),2023,26 August 2023,30,52,women,5000-metres,final,1.0,Faith KIPYEGON,KEN,30.0,16.95,33.36,50.07,1:06.44,1:23.50,1:41.36,2:00.70,2:20.47,2:38.33,2:56.07,3:13.58,3:31.44,3:50.27,4:08.77,4:28.21,4:47.16,5:06.35,5:25.58,5:45.34,6:04.47,6:23.25,6:42.04,7:01.60,7:21.14,7:41.06,8:00.58,8:20.31,8:39.44,8:58.26,9:16.90,9:35.15,9:54.12,10:12.32,10:30.70,10:47.98,11:05.15,11:22.12,11:39.50,11:56.99,12:14.69,12:31.38,12:49.06,13:06.56,13:23.77,13:40.91,13:57.29,14:12.74,14:26.76,14:40.06,14:53.88
outdoor,Budapest (HUN),2023,26 August 2023,30,52,women,5000-metres,final,1.0,Sifan HASSAN,NED,31.0,17.44,33.79,50.52,1:07.11,1:24.18,1:42.19,2:01.54,2:21.23,2:39.77,2:57.00,3:14.48,3:32.12,3:51.04,4:09.61,4:28.93,4:48.30,5:07.69,5:26.98,5:46.61,6:05.49,6:24.41,6:43.19,7:02.56,7:22.12,7:42.14,8:01.65,8:21.33,8:40.45,8:59.39,9:17.42,9:36.04,9:54.78,10:13.10,10:31.58,10:49.40,11:05.56,11:22.59,11:39.88,11:57.13,12:14.84,12:31.91,12:49.55,13:07.13,13:24.39,13:41.18,13:57.34,14:12.80,14:26.87,14:40.28,14:54.11
outdoor,Budapest (HUN),2023,26 August 2023,30,52,women,5000-metres,final,1.0,Beatrice CHEBET,KEN,23.0,16.71,32.95,49.69,1:06.11,1:23.31,1:41.06,2:00.47,2:20.50,2:38.10,2:55.67,3:13.39,3:31.22,3:50.08,4:08.58,4:28.18,4:47.56,5:06.62,5:25.99,5:45.73,6:04.25,6:23.11,6:41.93,7:01.64,7:21.21,7:41.17,8:00.67,8:20.54,8:39.62,8:58.48,9:16.80,9:35.36,9:54.22,10:12.42,10:30.62,10:47.84,11:04.85,11:21.87,11:39.27,11:56.71,12:14.49,12:31.55,12:49.18,13:06.82,13:23.92,13:41.03,13:57.47,14:12.98,14:27.02,14:40.45,14:54.33
outdoor,Budapest (HUN),2023,26 August 2023,30,52,women,5000-metres,final,1.0,Margaret Chelimo KIPKEMBOI,KEN,31.0,16.51,32.73,49.49,1:06.52,1:23.67,1:41.56,2:00.93,2:20.70,2:38.52,2:56.23,3:13.80,3:31.65,3:50.42,4:08.99,4:28.41,4:47.82,5:06.85,5:26.30,5:46.13,6:05.14,6:23.86,6:42.63,7:02.19,7:21.81,7:41.83,8:01.04,8:20.75,8:39.86,8:58.70,9:17.24,9:35.55,9:54.30,10:12.53,10:30.86,10:48.21,11:05.30,11:22.31,11:39.66,11:56.72,12:13.99,12:31.37,12:49.04,13:06.73,13:24.16,13:41.46,13:57.47,14:12.95,14:27.23,14:41.67,14:56.62
outdoor,Budapest (HUN),2023,26 August 2023,30,52,women,5000-metres,final,1.0,Ejgayehu TAYE,ETH,24.0,17.09,34.12,51.12,1:07.31,1:24.19,1:42.14,2:01.17,2:20.00,2:37.65,2:55.34,3:12.94,3:30.76,3:49.67,4:08.11,4:28.07,4:47.78,5:07.07,5:26.50,5:46.32,6:05.36,6:24.24,6:42.96,7:02.39,7:22.00,7:42.05,8:01.55,8:21.28,8:40.35,8:59.12,9:17.10,9:35.40,9:53.44,10:12.51,10:30.97,10:48.14,11:05.13,11:22.27,11:39.43,11:56.58,12:14.43,12:31.70,12:49.32,13:06.98,13:24.31,13:41.51,13:57.67,14:13.40,14:27.92,14:42.33,14:56.85
outdoor,Budapest (HUN),2023,26 August 2023,30,52,women,5000-metres,final,1.0,Medina EISA,ETH,19.0,16.70,33.18,49.89,1:06.79,1:23.96,1:42.08,2:01.39,2:20.68,2:38.45,2:56.27,3:13.72,3:31.51,3:50.39,4:08.89,4:28.20,4:47.55,5:06.76,5:26.17,5:45.95,6:04.88,6:23.74,6:42.69,7:02.11,7:21.75,7:41.62,8:01.20,8:20.79,8:39.90,8:58.86,9:17.27,9:35.59,9:54.45,10:12.73,10:31.09,10:48.35,11:05.42,11:22.52,11:39.74,11:56.80,12:14.52,12:31.90,12:49.22,13:06.78,13:24.08,13:41.21,13:57.73,14:13.24,14:28.17,14:43.39,14:58.23
